id	filename	md5	size	state
cf32ca13-ca49-4a60-952b-2d0062e86cc4	c696159b-7597-4e70-b408-b10cec6d03dc.rna_seq.genomic.gdc_realn.bam	8e46ddd3187c552c4547326153f206d9	15311411530	released
61593b3f-6091-4479-911e-cc76fbdd7267	3f9fe5ce-621f-431a-b073-860d23e7ad44.rna_seq.genomic.gdc_realn.bam	a41e8fee2eafdb6f9195e2c13888fb01	9744013236	released
de800aca-5a9a-456d-84ab-44cdf671b272	d88a0976-2288-4e24-a384-471a835b9c5d.rna_seq.genomic.gdc_realn.bam	30e4ab463ff6573e64398a30b8437120	14882557522	released
b9dbe434-bbb6-4f42-88cb-4b8af93b5503	b5614946-1b2a-4dc0-b11e-a3942e129eb5.rna_seq.genomic.gdc_realn.bam	945720757cc29bb6f0a595f505955498	13924542740	released
173f660c-bf9a-4a78-a91e-b73341ee28d9	423b0530-ee4f-4e20-bd2c-8fff5027b32c.rna_seq.genomic.gdc_realn.bam	c0e3a396bd350ac0b249ad6a2f5a9124	13138892083	released
aca8c306-e0d8-4d3a-bbbb-561ed696a146	c307ba07-0db8-4123-bffb-02744a3cbfc6.rna_seq.genomic.gdc_realn.bam	0bd558c2e11479134c0f3e8b383dd170	17566973985	released
b6276869-38eb-4123-8136-a998eefd764e	6bd2efdb-7af0-4504-85a6-063dbc45581d.rna_seq.genomic.gdc_realn.bam	45c7857531c211fe3aff88b233bdeb9c	9903950729	released
5ae2dd62-83f4-4e93-9cba-a6ecbc2e63d2	079deb6e-4dc8-4b68-be48-f6fa69491c63.rna_seq.genomic.gdc_realn.bam	c6e7cc20a18854bc2cd8408092f4e1d6	11298496023	released
389821bc-aee2-4486-810d-635e4529bdff	943cbf08-98f1-4c6b-b073-5f02573ee339.rna_seq.genomic.gdc_realn.bam	877fee33b8307a9f889ed8d96347ab05	12475068156	released
b3d43bc8-50c3-4dd2-b0e0-389561daf5ab	8e0d06ae-5fcb-4890-a852-8514b36561ac.rna_seq.genomic.gdc_realn.bam	b61469ba7a8aec3991f6e66ce6d5deb0	12293848240	released
3224556c-1dfe-4970-aa50-e0f3b843442a	169967e4-5b64-41fa-a003-43a1b54d9b60.rna_seq.genomic.gdc_realn.bam	14a06f8d66deaa934398c26bb8a89f39	13687782303	released
88df4a2c-2b60-4262-89ef-62fe0acc6925	c7e24ec7-4ba4-41f7-bba7-b2d1c44024d4.rna_seq.genomic.gdc_realn.bam	9288cd092d06ab9bac0f1e0b0bbcacdb	14253798117	released
ef26d076-e05c-49e0-9331-03dea5621728	e73b666c-9195-4eaf-b154-80e83a79d337.rna_seq.genomic.gdc_realn.bam	35a2e8ac1b2399e9097bd4d1ba1655af	11729777042	released
b1352243-8f78-4c7d-aac9-83cb22c8495d	f6cdd0e4-4c8b-4d75-9a58-085ca4dd882d.rna_seq.genomic.gdc_realn.bam	6293b8aea1346e9e786d19ccd82b0c6d	11347341568	released
adb2de70-8e4f-487d-ab4f-3982413110a2	88aebbd6-a82a-44ad-8979-d47f9062ae28.rna_seq.genomic.gdc_realn.bam	586374ebc299271b0a838c285aca1129	11038185781	released
75343281-fd46-4316-84d4-40d5ccb45457	31fc7e6b-47bb-4e50-911c-0d775fe603a6.rna_seq.genomic.gdc_realn.bam	760e76d082afbcd1d45c9c4a58befacf	12619037770	released
f915796b-778a-42e5-9161-11deaf62b0d4	52b9d8f8-4f52-4019-bb80-767ce1594770.rna_seq.genomic.gdc_realn.bam	4a00343518a59ca1188a9c7aa5b9ade1	12919988831	released
3902aa9d-c498-450c-a6c8-8402ab888062	1c4c0a87-ed3f-42ca-bc0a-a8d4484544f0.rna_seq.genomic.gdc_realn.bam	9681d2c55038a33cce89069a33147d8b	17083701199	released
8d8d55d6-7d98-4823-9140-3a0ddeec33ce	d573202e-82b2-4b67-9cdf-816902453875.rna_seq.genomic.gdc_realn.bam	8f7093af6b166477a2ddd906fdd0d438	11637472105	released
45651e09-5ebc-4d19-b817-7af59da5a7b1	232f9f25-7fa9-466c-b70e-7aa6212efd1d.rna_seq.genomic.gdc_realn.bam	b1efb9d327245000796517b83de9c957	11703035563	released
5e8e4aff-00e4-4cab-bf10-b99ee7c1875c	b7c48b6d-398b-4171-82bf-5487b73baffc.rna_seq.genomic.gdc_realn.bam	275d14a7fbc981cbf716f6b583b1906f	12233738467	released
3e76511b-9787-4fda-bdcf-3e7999404bd6	dc9459f6-21a6-43af-8838-2423e1e175b6.rna_seq.genomic.gdc_realn.bam	db465b8ffaec3feb7c0eedb715de427e	15234735813	released
40ac106e-df7e-4cc5-b0be-5b9a29286cd4	422c9046-8422-4cb2-a575-85ed7c149e6c.rna_seq.genomic.gdc_realn.bam	0d3e69aad73f5ff213eb6fa31ee92e26	17009434421	released
1e19cb79-91ed-4499-9330-73a7a78bd2d0	bd75eba8-940b-42b8-a4e9-6089fda960fb.rna_seq.genomic.gdc_realn.bam	cbba88117bb279e5c95ac7a673b4c310	11727864135	released
48350b07-d090-4217-ac48-57107aabebfe	53cb3c47-f00d-4a9f-8672-6d2d12d3a927.rna_seq.genomic.gdc_realn.bam	b8b4cacf45100d3b4842242994a88e94	12616520323	released
1b31c5fe-739c-44a8-9115-f5a57a165ccc	9f7bfd1f-041d-46c6-baf8-24fe01b226db.rna_seq.genomic.gdc_realn.bam	7e0ba14067603a8edaa59aa49a6e0f7d	20497062268	released
3b9d9986-9ea5-4270-b64d-5ed1f88fe74a	2760eb57-9c7d-40d6-8555-bd6445af9ee6.rna_seq.genomic.gdc_realn.bam	8600c5c5cd60161382aa2a9fdce74721	12827629791	released
7fac98eb-8cde-4cf7-be38-30c8357f72fc	7e259c7f-df43-45d5-95a9-e7d5f6efef0b.rna_seq.genomic.gdc_realn.bam	1d03853f0390941567a8976d31366f74	21004738685	released
adb5c933-7d8c-4b34-8539-8993118bc850	eec376e1-e4d3-4471-bcdf-d29c87b0bf37.rna_seq.genomic.gdc_realn.bam	950adbc5f8a0a66ad64cfd010e5c632a	20274124488	released
437ac480-faeb-4f87-bd83-672a2aab199c	1829b77c-84a9-49c9-8c73-75805c60c6dc.rna_seq.genomic.gdc_realn.bam	d7dc3548a4709221e9bce0a786cd3a85	16744343056	released
7b60defd-1b49-4337-96ac-f442bce0002d	d731bbc7-33c3-4afd-9f65-4104fa87f0be.rna_seq.genomic.gdc_realn.bam	2ed9cd910a3206fc5fecf17bfa33cd97	10484822079	released
ba9564a3-c335-4a55-813e-af637ddc6766	f5dd5ace-93ea-4bab-bae2-93d45f21fa2c.rna_seq.genomic.gdc_realn.bam	e1722d7f7c69986f8ce820f6678eb60f	9600537672	released
d4b6a544-8220-41ec-a03b-a25f1487ff22	642f2890-1024-4608-8dd7-3c6a37b46650.rna_seq.genomic.gdc_realn.bam	512c87fb07b15045e40bd0b74eaebacd	10609089129	released
772375bf-2041-477a-865c-373262ee7d3a	811aa100-d738-40a3-b9a4-4c0aaf47a039.rna_seq.genomic.gdc_realn.bam	87071709cdd6ea59be389da4c712bee6	9527635840	released
b3dfe1d5-b2d2-4ac6-a056-284c9a25535d	210be168-d29e-4256-93b8-32f3cd4d41c7.rna_seq.genomic.gdc_realn.bam	3cd67d7ca581c00fd4164da308ff1cf2	20748663909	released
2a00deed-1ed8-4fcf-8f10-9f59d57830e0	8aa01652-75df-4b67-8089-000a7d8092a5.rna_seq.genomic.gdc_realn.bam	60bd6a587e9bdb44267d6a317d9a7cfb	23426895743	released
ed762fcb-dbdd-40a4-8ac4-ac89a4f35b7e	13c78228-aedc-4aa1-bd25-11146e73fcbf.rna_seq.genomic.gdc_realn.bam	c999327b1bb202c4c64e8078384e7af2	12005827249	released
6946638f-8b60-4255-b588-0c1b3d9d66a2	9cd7fe50-72c5-4c5a-902d-4bcf6ece5766.rna_seq.genomic.gdc_realn.bam	4cb9e393e7f73550812b09a65ec2b81e	12144026517	released
9eace850-6e05-4275-ba3a-e2cc6bf8a07c	5f445139-33b6-4a09-824e-6a8716560e5a.rna_seq.genomic.gdc_realn.bam	317d6e9bceac55fc090f5decf813db4e	21161018298	released
5bb5c415-bb51-4b15-b549-bc42ff864694	cc86d32e-09ac-47c5-b5c6-76d21a043e77.rna_seq.genomic.gdc_realn.bam	e12e002f6dc92b96f4bb2e9d59e5b6c5	11623805795	released
c15f924a-8e6c-4dcf-86e8-59e5bcca96eb	a5392d38-f6b9-4f16-9974-9c3af4c45054.rna_seq.genomic.gdc_realn.bam	ee3364f197c316e7d4ad9218d5226284	22446988276	released
2bb38641-7079-44fc-a825-e0b24bc1239f	5cf9e513-7121-4fbc-9a23-58e90d7bcc8b.rna_seq.genomic.gdc_realn.bam	e3ca5a2cc4b808c46921ff64a521faa8	11202118046	released
25b5a6ed-edb2-401d-99b5-7d162d0d24a7	0e4647f8-17f7-4ccd-818f-1fdc816d364c.rna_seq.genomic.gdc_realn.bam	3b465d195979e921d659a70ac5cd321c	12645503417	released
41bc59f3-5143-430d-98f2-7ef3457ca4a1	94455541-01a2-4900-a2fe-67d22c5189cb.rna_seq.genomic.gdc_realn.bam	91f7eb6583a8bd8b1a985a5e1be7147a	11858043240	released
2fb2dad4-ab83-430a-910d-ec0c6cceac5a	444ae899-1438-41de-b321-f306e46bd963.rna_seq.genomic.gdc_realn.bam	aa7db2469e9ec4202d759b22f9b66f6e	14173142043	released
61f92e75-3bb4-4f23-b412-dde17f773def	9e183705-6bac-4a4b-b343-e9ef733a8fdd.rna_seq.genomic.gdc_realn.bam	283860bc2c11864ac56c30a539061f21	23003314258	released
a8e75289-c495-4761-ad19-494e6b996812	aa661f52-155f-418b-aba0-268fee2ee2b2.rna_seq.genomic.gdc_realn.bam	0d1c9151515a76cc0d116e723c1ed97b	14567386274	released
62cc479b-783b-4e6e-beef-c35fff4afed6	f8aa41eb-d6a5-4609-a4bf-d1b5851ad3c4.rna_seq.genomic.gdc_realn.bam	fcdf630221e0c132309a45d3fa05de19	20009974274	released
